Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,log_LoanAmount,total_income,log_total_income
LP001786,Male,Yes,0,Graduate,unknown,5746,0.0,255.0,360.0,unknown,Urban,N,5.541263545158426,5746.0,8.656259239539235
LP001266,Male,Yes,1,Graduate,Yes,2395,0.0,125.0,360.0,1.0,Semiurban,Y,4.8283137373023015,2395.0,7.781138509845015
LP001974,Female,No,0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,Y,4.882801922586371,5000.0,8.517193191416238
LP001577,Female,Yes,0,Graduate,No,4583,0.0,112.0,360.0,1.0,Rural,N,4.718498871295094,4583.0,8.430109084509125
LP001868,Male,No,0,Graduate,No,2060,2209.0,134.0,360.0,1.0,Semiurban,Y,4.897839799950911,4269.0,8.359134886757962
LP002777,Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y,4.700480365792417,4801.0,8.476579508530941
LP001699,Male,No,0,Graduate,No,2479,0.0,59.0,360.0,1.0,Urban,Y,4.07753744390572,2479.0,7.8156105320351905
LP002493,Male,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,N,4.584967478670572,4166.0,8.334711621820917
LP001228,Male,No,0,Not Graduate,No,3200,2254.0,126.0,180.0,0.0,Urban,N,4.836281906951478,5454.0,8.604104563405533
LP001546,Male,No,0,Graduate,unknown,2980,2083.0,120.0,360.0,1.0,Rural,Y,4.787491742782046,5063.0,8.529714471969909
LP001439,Male,Yes,0,Not Graduate,No,4300,2014.0,194.0,360.0,1.0,Rural,Y,5.267858159063328,6314.0,8.750524669117937
LP001722,Male,Yes,0,Graduate,No,150,1800.0,135.0,360.0,1.0,Rural,N,4.90527477843843,1950.0,7.575584651557793
LP001482,Male,Yes,0,Graduate,Yes,3459,0.0,25.0,120.0,1.0,Semiurban,Y,3.2188758248682006,3459.0,8.148734808937169
LP001570,Male,Yes,2,Graduate,No,4167,1447.0,158.0,360.0,1.0,Rural,Y,5.062595033026967,5614.0,8.633018756921828
LP001488,Male,Yes,3+,Graduate,No,4000,7750.0,290.0,360.0,1.0,Semiurban,N,5.66988092298052,11750.0,9.371608519572305
LP002626,Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y,5.236441962829949,5492.0,8.61104776688786
LP001520,Male,Yes,0,Graduate,No,4860,830.0,125.0,360.0,1.0,Semiurban,Y,4.8283137373023015,5690.0,8.646465527120377
LP001066,Male,Yes,0,Graduate,Yes,9560,0.0,191.0,360.0,1.0,Semiurban,Y,5.25227342804663,9560.0,9.165343006045447
LP001492,Male,No,0,Graduate,No,14999,0.0,242.0,360.0,0.0,Semiurban,N,5.488937726156687,14999.0,9.61573881119536
LP002337,Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,Y,4.0943445622221,2995.0,8.00469951054955
LP001264,Male,Yes,3+,Not Graduate,Yes,3333,2166.0,130.0,360.0,unknown,Semiurban,Y,4.867534450455582,5499.0,8.612321536507814
LP002740,Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,Y,5.056245805348308,6417.0,8.766705997750515
LP002484,Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y,4.852030263919617,7740.0,8.954156966583772
LP002446,Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,N,4.8283137373023015,3564.0,8.1786387885907
LP001086,Male,No,0,Not Graduate,No,1442,0.0,35.0,360.0,1.0,Urban,N,3.5553480614894135,1442.0,7.273786317844895
LP002141,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,Y,4.553876891600541,4749.0,8.465689348549121
LP002842,Male,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,Y,5.225746673713202,5167.0,8.550047528287184
LP001136,Male,Yes,0,Not Graduate,Yes,4695,0.0,96.0,360.0,1.0,Urban,Y,4.564348191467836,4695.0,8.454253391642363
LP001565,Male,Yes,1,Graduate,No,3089,1280.0,121.0,360.0,0.0,Semiurban,N,4.795790545596741,4369.0,8.382289428951436
LP001238,Male,Yes,3+,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,Y,4.8283137373023015,7100.0,8.867850063029406
LP001448,unknown,Yes,3+,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,Y,5.91350300563827,23803.0,10.077566902136047
